Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,
805.252441,18.421107,-0.280862,805.252441,18.630675,-0.571784,805.252441,18.558290,-0.730161,805.252441,18.528345,-0.259204,805.252441,18.569838,-0.630567,805.252441,18.538695,-0.539151,805.252441,18.629908,-0.487967,805.252441,18.512157,-0.489416,
805.760132,18.415438,-0.336413,805.760132,18.640490,-0.444203,805.760132,18.596282,-0.691341,805.760132,18.517861,-0.349267,805.760132,18.616655,-0.581177,805.760132,18.535370,-0.552619,805.760132,18.592255,-0.482171,805.760132,18.554601,-0.448898,
806.267761,18.408971,-0.247587,806.267761,18.639146,-0.512514,806.267761,18.606715,-0.740561,806.267761,18.516079,-0.078068,806.267761,18.613150,-0.630956,806.267761,18.482074,-0.641800,806.267761,18.609396,-0.494095,806.267761,18.517286,-0.485637,
806.775391,18.389516,-0.343545,806.775391,18.586798,-0.486189,806.775391,18.565601,-0.703675,806.775391,18.526539,-0.342594,806.775391,18.624791,-0.559222,806.775391,18.494548,-0.584358,806.775391,18.573157,-0.439674,806.775391,18.513095,-0.452001,
807.283081,18.411812,-0.247212,807.283081,18.623907,-0.509097,807.283081,18.611219,-0.610885,807.283081,18.558611,-0.301835,807.283081,18.641699,-0.550924,807.283081,18.546060,-0.601179,807.283081,18.654381,-0.534798,807.283081,18.535081,-0.463152,
807.790710,18.414806,-0.312334,807.790710,18.635099,-0.553155,807.790710,18.589902,-0.601521,807.790710,18.521087,-0.202656,807.790710,18.587619,-0.483894,807.790710,18.525102,-0.644765,807.790710,18.602471,-0.441054,807.790710,18.495680,-0.416640,
808.298401,18.411009,-0.387935,808.298401,18.626503,-0.400342,808.298401,18.586005,-0.704279,808.298401,18.497828,-0.235158,808.298401,18.573233,-0.543548,808.298401,18.453020,-0.704367,808.298401,18.619449,-0.346675,808.298401,18.495508,-0.485370,
808.806091,18.351246,-0.251876,808.806091,18.583348,-0.437996,808.806091,18.556103,-0.586407,808.806091,18.546966,-0.207192,808.806091,18.572501,-0.538455,808.806091,18.479357,-0.621056,808.806091,18.585029,-0.450632,808.806091,18.491747,-0.428481,
809.313782,18.381501,-0.257170,809.313782,18.579342,-0.425573,809.313782,18.568877,-0.715030,809.313782,18.505953,-0.179439,809.313782,18.562065,-0.551676,809.313782,18.487255,-0.644302,809.313782,18.593682,-0.459239,809.313782,18.476238,-0.475496,
809.821411,18.376395,-0.200955,809.821411,18.654961,-0.391269,809.821411,18.590682,-0.676482,809.821411,18.491895,-0.246173,809.821411,18.575828,-0.510144,809.821411,18.488605,-0.684252,809.821411,18.585570,-0.475633,809.821411,18.473727,-0.497967,
810.329102,18.396623,-0.359172,810.329102,18.627431,-0.499519,810.329102,18.564515,-0.703455,810.329102,18.510753,-0.349096,810.329102,18.560958,-0.630614,810.329102,18.489771,-0.581035,810.329102,18.599931,-0.476801,810.329102,18.507259,-0.468614,
810.836853,18.356845,-0.241815,810.836853,18.609884,-0.457544,810.836853,18.574823,-0.696840,810.836853,18.523497,-0.269233,810.836853,18.591219,-0.571818,810.836853,18.490057,-0.514455,810.836853,18.589943,-0.453172,810.836853,18.473622,-0.411098,
811.344543,18.389409,-0.256405,811.344543,18.638931,-0.427078,811.344543,18.605512,-0.738834,811.344543,18.525122,-0.233429,811.344543,18.587504,-0.472877,811.344543,18.512819,-0.648331,811.344543,18.639038,-0.498364,811.344543,18.521422,-0.392045,
811.852234,18.359907,-0.303622,811.852234,18.570937,-0.487770,811.852234,18.553191,-0.787352,811.852234,18.524235,-0.278818,811.852234,18.561744,-0.573306,811.852234,18.477709,-0.611701,811.852234,18.577956,-0.478406,811.852234,18.470598,-0.441547,
812.359924,18.408125,-0.300428,812.359924,18.628781,-0.451769,812.359924,18.590536,-0.761814,812.359924,18.533009,-0.169082,812.359924,18.603135,-0.580155,812.359924,18.538066,-0.580354,812.359924,18.589921,-0.471616,812.359924,18.545198,-0.373432,
812.867676,18.397621,-0.280597,812.867676,18.594325,-0.460638,812.867676,18.588322,-0.722644,812.867676,18.545052,-0.199198,812.867676,18.597583,-0.550409,812.867676,18.517460,-0.631475,812.867676,18.617605,-0.462162,812.867676,18.524989,-0.469147,
813.375366,18.353940,-0.252312,813.375366,18.568401,-0.326935,813.375366,18.586127,-0.728744,813.375366,18.493007,-0.247233,813.375366,18.555668,-0.566669,813.375366,18.462663,-0.658250,813.375366,18.605522,-0.561852,813.375366,18.475004,-0.385407,
813.883118,18.387527,-0.343900,813.883118,18.609426,-0.530832,813.883118,18.571854,-0.627484,813.883118,18.507796,-0.275021,813.883118,18.585427,-0.541216,813.883118,18.489862,-0.627738,813.883118,18.605900,-0.373256,813.883118,18.502168,-0.510286,
814.390869,18.372711,-0.222407,814.390869,18.612199,-0.465899,814.390869,18.586594,-0.658032,814.390869,18.511518,-0.269251,814.390869,18.564221,-0.512843,814.390869,18.463079,-0.616226,814.390869,18.625300,-0.433928,814.390869,18.491709,-0.395879,
814.898560,18.389925,-0.280977,814.898560,18.571110,-0.514616,814.898560,18.542107,-0.701238,814.898560,18.552729,-0.234139,814.898560,18.581397,-0.553401,814.898560,18.475587,-0.615812,814.898560,18.633242,-0.413170,814.898560,18.482076,-0.437936,
815.406311,18.368592,-0.278347,815.406311,18.594355,-0.443103,815.406311,18.581039,-0.774594,815.406311,18.512104,-0.192617,815.406311,18.543438,-0.548087,815.406311,18.475408,-0.608737,815.406311,18.596943,-0.421928,815.406311,18.494741,-0.369816,
815.914063,18.411006,-0.256635,815.914063,18.636096,-0.428409,815.914063,18.556636,-0.572085,815.914063,18.536882,-0.268071,815.914063,18.595717,-0.578688,815.914063,18.469238,-0.533132,815.914063,18.638189,-0.441223,815.914063,18.522719,-0.434732,
816.421814,18.410268,-0.229110,816.421814,18.649293,-0.385035,816.421814,18.615066,-0.714055,816.421814,18.557679,-0.205894,816.421814,18.598553,-0.537693,816.421814,18.542355,-0.664290,816.421814,18.601497,-0.482228,816.421814,18.510559,-0.408662,
816.929626,18.375927,-0.232306,816.929626,18.643237,-0.478074,816.929626,18.571002,-0.760644,816.929626,18.483075,-0.148104,816.929626,18.610832,-0.530976,816.929626,18.483634,-0.587520,816.929626,18.599371,-0.481569,816.929626,18.487950,-0.480787,
817.437378,18.393883,-0.287389,817.437378,18.637764,-0.505713,817.437378,18.611197,-0.556956,817.437378,18.457559,-0.234905,817.437378,18.629453,-0.591370,817.437378,18.521641,-0.625517,817.437378,18.609607,-0.408067,817.437378,18.529072,-0.403640,
817.945129,18.391620,-0.280260,817.945129,18.607585,-0.493424,817.945129,18.576202,-0.684628,817.945129,18.541329,-0.180278,817.945129,18.588332,-0.598156,817.945129,18.494618,-0.712631,817.945129,18.606189,-0.446787,817.945129,18.506391,-0.440533,
818.452942,18.403956,-0.176881,818.452942,18.629788,-0.410775,818.452942,18.567936,-0.724355,818.452942,18.512754,-0.182076,818.452942,18.591638,-0.497143,818.452942,18.534480,-0.563428,818.452942,18.615940,-0.386200,818.452942,18.467027,-0.438176,
818.960693,18.391692,-0.147438,818.960693,18.628148,-0.360542,818.960693,18.571827,-0.661182,818.960693,18.559867,-0.183114,818.960693,18.634068,-0.659270,818.960693,18.500259,-0.624017,818.960693,18.630928,-0.508148,818.960693,18.524802,-0.363464,
819.468506,18.398723,-0.205564,819.468506,18.600128,-0.464505,819.468506,18.592650,-0.642201,819.468506,18.524396,-0.284773,819.468506,18.580848,-0.634184,819.468506,18.468992,-0.671888,819.468506,18.594174,-0.436547,819.468506,18.486716,-0.413973,
819.976257,18.441226,-0.282196,819.976257,18.623815,-0.463175,819.976257,18.632864,-0.710345,819.976257,18.543909,-0.163339,819.976257,18.579109,-0.487541,819.976257,18.539503,-0.574301,819.976257,18.638953,-0.395844,819.976257,18.504852,-0.510355,
820.484070,18.432027,-0.345440,820.484070,18.652898,-0.522629,820.484070,18.613879,-0.714938,820.484070,18.487878,-0.216784,820.484070,18.617343,-0.482003,820.484070,18.543604,-0.605345,820.484070,18.628655,-0.472100,820.484070,18.550690,-0.486423,
820.991882,18.426294,-0.194349,820.991882,18.636178,-0.471618,820.991882,18.557783,-0.630756,820.991882,18.515748,-0.302607,820.991882,18.633327,-0.563143,820.991882,18.525050,-0.799135,820.991882,18.592963,-0.409488,820.991882,18.516355,-0.441032,
821.499695,18.369488,-0.231152,821.499695,18.649694,-0.419991,821.499695,18.556734,-0.626515,821.499695,18.506969,-0.226357,821.499695,18.597323,-0.571245,821.499695,18.484215,-0.648913,821.499695,18.620319,-0.396787,821.499695,18.520822,-0.441990,
822.007507,18.368528,-0.184645,822.007507,18.596995,-0.363716,822.007507,18.575127,-0.627224,822.007507,18.510299,-0.175167,822.007507,18.581146,-0.504317,822.007507,18.464887,-0.581975,822.007507,18.640195,-0.374943,822.007507,18.512226,-0.371684,
822.515320,18.439234,-0.254239,822.515320,18.651814,-0.497197,822.515320,18.585167,-0.753323,822.515320,18.560841,-0.224878,822.515320,18.621207,-0.479222,822.515320,18.511427,-0.566350,822.515320,18.627309,-0.523894,822.515320,18.565690,-0.482802,
823.023132,18.371934,-0.184713,823.023132,18.627733,-0.358622,823.023132,18.598142,-0.624560,823.023132,18.538945,-0.126670,823.023132,18.595340,-0.512559,823.023132,18.505493,-0.584628,823.023132,18.631685,-0.482090,823.023132,18.527793,-0.424590,
823.531006,18.378720,-0.116017,823.531006,18.645229,-0.533087,823.531006,18.582888,-0.712949,823.531006,18.508105,-0.224776,823.531006,18.541158,-0.514311,823.531006,18.489131,-0.639264,823.531006,18.616732,-0.497595,823.531006,18.525782,-0.417855,
824.038818,18.379108,-0.264575,824.038818,18.603751,-0.442003,824.038818,18.574046,-0.706048,824.038818,18.475838,-0.283152,824.038818,18.594382,-0.563055,824.038818,18.499502,-0.587323,824.038818,18.599796,-0.381628,824.038818,18.508962,-0.476211,
824.546631,18.386529,-0.119798,824.546631,18.607320,-0.392971,824.546631,18.595110,-0.652547,824.546631,18.503025,-0.150507,824.546631,18.573471,-0.575253,824.546631,18.490201,-0.615202,824.546631,18.607553,-0.396798,824.546631,18.487663,-0.454397,
825.054504,18.437641,-0.224660,825.054504,18.638049,-0.341348,825.054504,18.615891,-0.744518,825.054504,18.498774,-0.159881,825.054504,18.634465,-0.642750,825.054504,18.522560,-0.555269,825.054504,18.636729,-0.349619,825.054504,18.525050,-0.426135,
825.562378,18.428437,-0.195922,825.562378,18.617264,-0.495244,825.562378,18.604537,-0.642960,825.562378,18.520585,-0.171295,825.562378,18.588601,-0.473960,825.562378,18.528298,-0.538618,825.562378,18.606572,-0.375639,825.562378,18.531499,-0.474604,
826.070190,18.390759,-0.329028,826.070190,18.664702,-0.427649,826.070190,18.603895,-0.718776,826.070190,18.518366,-0.120202,826.070190,18.615624,-0.496140,826.070190,18.534869,-0.696351,826.070190,18.641149,-0.414553,826.070190,18.552431,-0.351615,
826.578064,18.374606,-0.284373,826.578064,18.605434,-0.478230,826.578064,18.619129,-0.728713,826.578064,18.501416,-0.158448,826.578064,18.605824,-0.523844,826.578064,18.497776,-0.584964,826.578064,18.623371,-0.384519,826.578064,18.499410,-0.449638,
827.085938,18.433528,-0.260202,827.085938,18.624490,-0.563517,827.085938,18.587337,-0.740904,827.085938,18.542448,-0.179293,827.085938,18.616779,-0.489228,827.085938,18.474125,-0.660244,827.085938,18.611387,-0.384555,827.085938,18.517638,-0.432871,
827.593811,18.395872,-0.162935,827.593811,18.632894,-0.416410,827.593811,18.613730,-0.632699,827.593811,18.565242,-0.286009,827.593811,18.602878,-0.555781,827.593811,18.498162,-0.575387,827.593811,18.583577,-0.437379,827.593811,18.526534,-0.447122,
828.101685,18.380095,-0.237894,828.101685,18.599438,-0.435197,828.101685,18.589955,-0.662549,828.101685,18.507733,-0.153278,828.101685,18.591639,-0.587200,828.101685,18.501569,-0.622104,828.101685,18.620046,-0.480214,828.101685,18.501874,-0.312549,
828.609558,18.380118,-0.174447,828.609558,18.605257,-0.381815,828.609558,18.641744,-0.555429,828.609558,18.542417,-0.202620,828.609558,18.597306,-0.491845,828.609558,18.490741,-0.594370,828.609558,18.631795,-0.410369,828.609558,18.495864,-0.423420,
829.117432,18.440348,-0.224767,829.117432,18.624641,-0.476261,829.117432,18.556172,-0.664162,829.117432,18.544098,-0.226866,829.117432,18.594720,-0.494428,829.117432,18.500001,-0.521046,829.117432,18.607674,-0.460240,829.117432,18.499872,-0.424095,
829.625366,18.377691,-0.131368,829.625366,18.571625,-0.400776,829.625366,18.568879,-0.721434,829.625366,18.497758,-0.250296,829.625366,18.577028,-0.493506,829.625366,18.450944,-0.571102,829.625366,18.583023,-0.419575,829.625366,18.444862,-0.322553,
830.133240,18.365889,-0.205005,830.133240,18.598742,-0.369784,830.133240,18.585624,-0.716089,830.133240,18.516527,-0.195532,830.133240,18.565247,-0.591952,830.133240,18.500497,-0.691758,830.133240,18.620374,-0.484458,830.133240,18.523892,-0.409458,
830.641174,18.392613,-0.250438,830.641174,18.610741,-0.384932,830.641174,18.613606,-0.729389,830.641174,18.543419,-0.180685,830.641174,18.595224,-0.460629,830.641174,18.512323,-0.605964,830.641174,18.648320,-0.437589,830.641174,18.557193,-0.497138,
831.149048,18.433612,-0.236088,831.149048,18.638982,-0.340867,831.149048,18.585863,-0.700777,831.149048,18.533247,-0.141873,831.149048,18.588638,-0.538855,831.149048,18.507282,-0.633495,831.149048,18.635556,-0.440717,831.149048,18.516709,-0.426481,
831.656982,18.437753,-0.244300,831.656982,18.681651,-0.430814,831.656982,18.613051,-0.683152,831.656982,18.549800,-0.372321,831.656982,18.615747,-0.560755,831.656982,18.534389,-0.520681,831.656982,18.650445,-0.435584,831.656982,18.545733,-0.512420,
832.164917,18.423076,-0.252535,832.164917,18.608124,-0.372788,832.164917,18.598053,-0.751466,832.164917,18.554006,-0.168450,832.164917,18.593973,-0.505800,832.164917,18.514153,-0.561522,832.164917,18.611401,-0.464332,832.164917,18.522307,-0.356772,
832.672852,18.455597,-0.141713,832.672852,18.644655,-0.478360,832.672852,18.615482,-0.864524,832.672852,18.541068,-0.282351,832.672852,18.605395,-0.501326,832.672852,18.529820,-0.663813,832.672852,18.654825,-0.413958,832.672852,18.535715,-0.489849,
833.180725,18.421576,-0.216463,833.180725,18.667532,-0.508051,833.180725,18.606897,-0.783409,833.180725,18.549649,-0.190914,833.180725,18.597329,-0.596711,833.180725,18.481134,-0.659389,833.180725,18.627122,-0.394276,833.180725,18.522039,-0.411954,
833.688721,18.375542,-0.287517,833.688721,18.650338,-0.364296,833.688721,18.539421,-0.720765,833.688721,18.512781,-0.115290,833.688721,18.596770,-0.586860,833.688721,18.490403,-0.634369,833.688721,18.582908,-0.534372,833.688721,18.507316,-0.367249,
834.196655,18.419529,-0.273992,834.196655,18.613001,-0.428843,834.196655,18.576577,-0.721936,834.196655,18.542093,-0.144941,834.196655,18.575437,-0.556614,834.196655,18.516918,-0.592929,834.196655,18.655919,-0.464714,834.196655,18.503320,-0.345086,
834.704590,18.385155,-0.194656,834.704590,18.618127,-0.426529,834.704590,18.608255,-0.652733,834.704590,18.525036,-0.165886,834.704590,18.586789,-0.611221,834.704590,18.501275,-0.530649,834.704590,18.659259,-0.421735,834.704590,18.507627,-0.463999,
835.212524,18.429020,-0.202949,835.212524,18.627438,-0.417491,835.212524,18.636129,-0.653304,835.212524,18.528316,-0.213967,835.212524,18.603023,-0.550795,835.212524,18.504624,-0.749270,835.212524,18.624011,-0.438439,835.212524,18.533077,-0.500125,
835.720459,18.361588,-0.167014,835.720459,18.579339,-0.445101,835.720459,18.565152,-0.588320,835.720459,18.546947,-0.109695,835.720459,18.556433,-0.506681,835.720459,18.485635,-0.797992,835.720459,18.619032,-0.374296,835.720459,18.498175,-0.386257,
836.228455,18.385079,-0.212738,836.228455,18.629935,-0.492170,836.228455,18.570952,-0.737656,836.228455,18.493743,-0.105051,836.228455,18.579246,-0.540283,836.228455,18.493181,-0.539222,836.228455,18.584501,-0.441778,836.228455,18.505381,-0.402889,
836.736389,18.398229,-0.112866,836.736389,18.644331,-0.421079,836.736389,18.577721,-0.646987,836.736389,18.533333,-0.035444,836.736389,18.596004,-0.560284,836.736389,18.510059,-0.648017,836.736389,18.630403,-0.370408,836.736389,18.515962,-0.421617,
837.244385,18.387641,-0.189357,837.244385,18.603168,-0.444245,837.244385,18.597441,-0.679674,837.244385,18.521108,-0.210042,837.244385,18.607240,-0.564849,837.244385,18.531571,-0.700336,837.244385,18.634544,-0.485043,837.244385,18.483401,-0.397887,
837.752380,18.425923,-0.215685,837.752380,18.630453,-0.536895,837.752380,18.579578,-0.694212,837.752380,18.508765,-0.220301,837.752380,18.615669,-0.511382,837.752380,18.474303,-0.616653,837.752380,18.624004,-0.419066,837.752380,18.476599,-0.497011,
838.260315,18.372363,-0.163407,838.260315,18.620294,-0.405890,838.260315,18.602296,-0.578231,838.260315,18.518722,-0.224915,838.260315,18.600642,-0.587779,838.260315,18.473322,-0.692998,838.260315,18.644925,-0.320378,838.260315,18.538223,-0.417580,
838.768311,18.406260,-0.202189,838.768311,18.631409,-0.414091,838.768311,18.617790,-0.760832,838.768311,18.551501,-0.164093,838.768311,18.592630,-0.561212,838.768311,18.513679,-0.580996,838.768311,18.639638,-0.381327,838.768311,18.498460,-0.481134,
839.276306,18.385649,-0.147765,839.276306,18.622322,-0.451818,839.276306,18.541324,-0.703938,839.276306,18.493758,-0.227857,839.276306,18.572277,-0.560169,839.276306,18.513346,-0.616637,839.276306,18.646908,-0.399699,839.276306,18.502780,-0.345829,
839.784302,18.408924,-0.143040,839.784302,18.614605,-0.396297,839.784302,18.625360,-0.616588,839.784302,18.564402,-0.176694,839.784302,18.576921,-0.662896,839.784302,18.505750,-0.539107,839.784302,18.587260,-0.484904,839.784302,18.521477,-0.427852,
840.292297,18.366609,-0.211577,840.292297,18.635386,-0.437830,840.292297,18.611071,-0.675545,840.292297,18.521824,-0.283342,840.292297,18.554119,-0.508629,840.292297,18.511994,-0.675875,840.292297,18.639540,-0.477612,840.292297,18.506892,-0.309988,
840.800354,18.436180,-0.145763,840.800354,18.620203,-0.519502,840.800354,18.630356,-0.781731,840.800354,18.558769,-0.193939,840.800354,18.630744,-0.549608,840.800354,18.502204,-0.614128,840.800354,18.685601,-0.442573,840.800354,18.570772,-0.374161,
841.308350,18.373426,-0.216169,841.308350,18.592963,-0.553828,841.308350,18.574460,-0.588989,841.308350,18.496688,-0.188933,841.308350,18.582397,-0.444907,841.308350,18.509422,-0.629779,841.308350,18.590459,-0.361825,841.308350,18.490957,-0.417561,
841.816345,18.421605,-0.256488,841.816345,18.638995,-0.419591,841.816345,18.634988,-0.752101,841.816345,18.529171,-0.180423,841.816345,18.565163,-0.677166,841.816345,18.515732,-0.839488,841.816345,18.613904,-0.490507,841.816345,18.521101,-0.450761,
842.324402,18.419556,-0.169482,842.324402,18.673504,-0.468405,842.324402,18.633451,-0.722973,842.324402,18.572715,-0.258187,842.324402,18.622236,-0.577409,842.324402,18.520055,-0.571533,842.324402,18.683139,-0.398236,842.324402,18.585421,-0.441368,
842.832397,18.405165,-0.184369,842.832397,18.634014,-0.482841,842.832397,18.622327,-0.767850,842.832397,18.564985,-0.251523,842.832397,18.580592,-0.481607,842.832397,18.495994,-0.647620,842.832397,18.629357,-0.420353,842.832397,18.532523,-0.317210,
843.340454,18.412583,-0.171687,843.340454,18.644403,-0.426891,843.340454,18.623830,-0.630781,843.340454,18.540404,-0.235922,843.340454,18.619952,-0.550465,843.340454,18.548800,-0.605145,843.340454,18.688445,-0.397321,843.340454,18.542927,-0.385985,
843.848511,18.380262,-0.186634,843.848511,18.643633,-0.418228,843.848511,18.597190,-0.813987,843.848511,18.550066,-0.130287,843.848511,18.582236,-0.470793,843.848511,18.516502,-0.703462,843.848511,18.586980,-0.358104,843.848511,18.533080,-0.375577,
844.356506,18.437880,-0.250299,844.356506,18.693495,-0.414335,844.356506,18.653515,-0.744586,844.356506,18.563752,-0.156759,844.356506,18.632185,-0.570965,844.356506,18.521241,-0.646813,844.356506,18.657122,-0.469868,844.356506,18.565068,-0.434247,
844.864563,18.380348,-0.190510,844.864563,18.634150,-0.477083,844.864563,18.594238,-0.707984,844.864563,18.527580,-0.144752,844.864563,18.603855,-0.444870,844.864563,18.494797,-0.702419,844.864563,18.608165,-0.423942,844.864563,18.476812,-0.312601,
845.372620,18.380058,-0.206891,845.372620,18.634108,-0.447630,845.372620,18.605944,-0.756039,845.372620,18.528663,-0.265205,845.372620,18.611376,-0.472833,845.372620,18.497211,-0.690963,845.372620,18.607271,-0.386791,845.372620,18.549362,-0.387624,
845.880676,18.407926,-0.130271,845.880676,18.634615,-0.404070,845.880676,18.580742,-0.789477,845.880676,18.533008,-0.249865,845.880676,18.577163,-0.498695,845.880676,18.528644,-0.602260,845.880676,18.609153,-0.407347,845.880676,18.504178,-0.408087,
846.388733,18.435090,-0.133696,846.388733,18.637915,-0.449595,846.388733,18.577643,-0.668259,846.388733,18.533837,-0.206045,846.388733,18.631920,-0.507323,846.388733,18.519299,-0.693777,846.388733,18.584912,-0.515416,846.388733,18.534138,-0.505568,
846.896851,18.444107,-0.216089,846.896851,18.622976,-0.514794,846.896851,18.630395,-0.735816,846.896851,18.509609,-0.234792,846.896851,18.624890,-0.622075,846.896851,18.505227,-0.591383,846.896851,18.643323,-0.396136,846.896851,18.527305,-0.343909,
847.404907,18.414865,-0.202799,847.404907,18.621240,-0.453772,847.404907,18.594815,-0.696698,847.404907,18.550037,-0.249712,847.404907,18.606021,-0.534980,847.404907,18.512686,-0.538389,847.404907,18.648045,-0.381699,847.404907,18.531189,-0.389569,
847.912964,18.411705,-0.204160,847.912964,18.642487,-0.360176,847.912964,18.644531,-0.719111,847.912964,18.519746,-0.141191,847.912964,18.564062,-0.550739,847.912964,18.508006,-0.715919,847.912964,18.633491,-0.352769,847.912964,18.550463,-0.383665,
848.421082,18.428156,-0.274946,848.421082,18.641604,-0.446377,848.421082,18.597591,-0.622057,848.421082,18.547167,-0.172791,848.421082,18.596176,-0.465155,848.421082,18.522386,-0.620306,848.421082,18.637885,-0.450824,848.421082,18.529035,-0.375317,
848.929138,18.439095,-0.182659,848.929138,18.642525,-0.311138,848.929138,18.664568,-0.729829,848.929138,18.525822,-0.082695,848.929138,18.629718,-0.559905,848.929138,18.514216,-0.670246,848.929138,18.668529,-0.261499,848.929138,18.519617,-0.292442,
849.437256,18.395606,-0.172620,849.437256,18.629500,-0.463761,849.437256,18.620242,-0.682942,849.437256,18.509261,-0.140372,849.437256,18.599768,-0.487220,849.437256,18.488608,-0.687677,849.437256,18.636234,-0.367586,849.437256,18.508330,-0.366612,
849.945374,18.376759,-0.182654,849.945374,18.612371,-0.302474,849.945374,18.620596,-0.807667,849.945374,18.479159,-0.146015,849.945374,18.598681,-0.437872,849.945374,18.546904,-0.685390,849.945374,18.627862,-0.328965,849.945374,18.524241,-0.366347,
850.453430,18.391095,-0.136287,850.453430,18.620204,-0.400516,850.453430,18.611616,-0.700200,850.453430,18.537736,-0.094970,850.453430,18.579845,-0.489519,850.453430,18.513045,-0.638482,850.453430,18.597494,-0.473556,850.453430,18.532425,-0.367201,
850.961548,18.367546,-0.260972,850.961548,18.562031,-0.364966,850.961548,18.575845,-0.708437,850.961548,18.494263,-0.172461,850.961548,18.547396,-0.668629,850.961548,18.432352,-0.605243,850.961548,18.547544,-0.308338,850.961548,18.455794,-0.464712,
851.469666,18.397673,-0.196797,851.469666,18.588861,-0.361556,851.469666,18.613237,-0.602027,851.469666,18.548327,-0.122689,851.469666,18.594481,-0.432109,851.469666,18.502443,-0.633360,851.469666,18.604413,-0.383845,851.469666,18.556168,-0.323113,
851.977783,18.410580,-0.281375,851.977783,18.631543,-0.444435,851.977783,18.612340,-0.748080,851.977783,18.529069,-0.215568,851.977783,18.571255,-0.531481,851.977783,18.501272,-0.591368,851.977783,18.618207,-0.342651,851.977783,18.520683,-0.495064,
852.485901,18.412688,-0.213686,852.485901,18.645547,-0.477557,852.485901,18.630895,-0.712567,852.485901,18.539387,-0.266687,852.485901,18.626906,-0.529775,852.485901,18.553035,-0.688813,852.485901,18.652103,-0.399723,852.485901,18.524648,-0.361817,
852.994019,18.436367,-0.129119,852.994019,18.609833,-0.404137,852.994019,18.580303,-0.763606,852.994019,18.572443,-0.088730,852.994019,18.608931,-0.536824,852.994019,18.520721,-0.611510,852.994019,18.635618,-0.270875,852.994019,18.519631,-0.357336,
853.502197,18.443653,-0.137905,853.502197,18.637771,-0.366880,853.502197,18.589313,-0.663194,853.502197,18.520797,-0.138033,853.502197,18.600411,-0.459307,853.502197,18.523216,-0.737448,853.502197,18.621769,-0.339342,853.502197,18.521244,-0.394475,
854.010315,18.429277,-0.143687,854.010315,18.607877,-0.381325,854.010315,18.618745,-0.622054,854.010315,18.565888,-0.166431,854.010315,18.617262,-0.508092,854.010315,18.524171,-0.696546,854.010315,18.647255,-0.426386,854.010315,18.570670,-0.429854,
854.518494,18.396886,-0.183241,854.518494,18.601434,-0.442906,854.518494,18.583789,-0.696365,854.518494,18.541374,-0.137271,854.518494,18.619331,-0.574046,854.518494,18.501659,-0.545011,854.518494,18.610831,-0.451315,854.518494,18.512166,-0.387816,
855.026611,18.441872,-0.226064,855.026611,18.649196,-0.422244,855.026611,18.602645,-0.691691,855.026611,18.553999,-0.068957,855.026611,18.621409,-0.498379,855.026611,18.529239,-0.682610,855.026611,18.626426,-0.422456,855.026611,18.557022,-0.359422,
855.534790,18.396771,-0.125390,855.534790,18.603916,-0.417370,855.534790,18.591752,-0.629469,855.534790,18.472032,-0.165594,855.534790,18.598752,-0.556911,855.534790,18.511679,-0.773714,855.534790,18.608049,-0.345418,855.534790,18.504386,-0.432170,
856.042908,18.404393,-0.220888,856.042908,18.619091,-0.442835,856.042908,18.612797,-0.648807,856.042908,18.547795,-0.293467,856.042908,18.634738,-0.512109,856.042908,18.529861,-0.676985,856.042908,18.635820,-0.414469,856.042908,18.536667,-0.456969,
856.551086,18.433806,-0.151830,856.551086,18.595023,-0.526084,856.551086,18.599347,-0.650568,856.551086,18.510291,-0.150038,856.551086,18.580881,-0.374629,856.551086,18.464073,-0.640855,856.551086,18.610813,-0.465049,856.551086,18.524547,-0.379036,
857.059265,18.419684,-0.161158,857.059265,18.631942,-0.327435,857.059265,18.625172,-0.634621,857.059265,18.528486,-0.108908,857.059265,18.617244,-0.502462,857.059265,18.524088,-0.694717,857.059265,18.613580,-0.414359,857.059265,18.564093,-0.405383,
857.567444,18.417411,-0.151145,857.567444,18.634607,-0.359769,857.567444,18.628776,-0.747240,857.567444,18.547759,-0.171826,857.567444,18.631043,-0.530962,857.567444,18.517777,-0.699039,857.567444,18.647919,-0.352272,857.567444,18.520094,-0.414065,
858.075623,18.444031,-0.189369,858.075623,18.635695,-0.477133,858.075623,18.623215,-0.675694,858.075623,18.524199,-0.218309,858.075623,18.614437,-0.494435,858.075623,18.531340,-0.610538,858.075623,18.655165,-0.336177,858.075623,18.532505,-0.460755,
858.583801,18.433279,-0.156419,858.583801,18.669538,-0.423907,858.583801,18.652183,-0.766021,858.583801,18.543347,-0.157334,858.583801,18.650578,-0.464509,858.583801,18.543877,-0.668236,858.583801,18.645922,-0.325462,858.583801,18.537129,-0.397997,
859.091980,18.402247,-0.238604,859.091980,18.612342,-0.421289,859.091980,18.592000,-0.664077,859.091980,18.545148,-0.185879,859.091980,18.593284,-0.491261,859.091980,18.529088,-0.689788,859.091980,18.646796,-0.407734,859.091980,18.512582,-0.445853,
